社格,名前,読み,住所,電話番号,画像,詳細ページのリンク
-,野間八幡宮,のまはちまんぐう,福岡県福岡市南区野間1-21,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3027/
-,平原寶満神社（平原宝満宮）,ひらはらほうまんじんじゃ,福岡県福岡市南区井尻4-23,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3028/
-,背振神社,せふりじんじゃ,福岡県福岡市南区弥永1-3-18,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3029/
-,日吉神社,ひよしじんじゃ,福岡県福岡市南区清水4丁目16-29,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3030/
-,道祖神社,どうそじんじゃ,福岡県福岡市南区塩原4-9,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3031/
-,天照神社,あまてらすじんじゃ,福岡県福岡市南区野多目4-19-31,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3032/
-,白川恵比須神社,しらかわえびすじんじゃ,福岡県福岡市東区上和白622,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2992/
-,道具山神社,どうぐやまじんじゃ,福岡県福岡市東区馬出5-12-12,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2993/
-,津屋天神社,つやてんじんじゃ,福岡県福岡市東区多の津5-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2994/
-,大嶽神社,おおたけじんじゃ,福岡県福岡市東区大岳3-24-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2995/
-,大名持神社,おおなもちじんじゃ,福岡県福岡市東区多々良2-50-8,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2996/
村社,大神神社（福岡市東区高美台）,おおみわじんじゃ,福岡県福岡市東区高美台2-24-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2997/
村社,大神神社（福岡市東区和白丘）,おおみわじんじゃ,福岡県福岡市東区和白丘1-18-29,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2998/
-,西戸崎神社,さいとざきじんじゃ,福岡県福岡市東区西戸崎4-8-31,092-603-0894,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2999/
-,須賀神社（福岡市東区香椎）,すがじんじゃ,福岡県福岡市東区香椎48,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3000/
-,須賀神社（福岡市東区唐原）,すがじんじゃ,福岡県福岡市東区唐原1-8-14,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3001/
-,松崎神社,,福岡県福岡市東区松崎1-48-3,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3002/
-,小嶽神社,こたけじんじゃ,福岡県福岡市東区大岳4-4-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3003/
-,若八幡宮（福岡市東区多々良）,わかはちまんぐう,福岡県福岡市東区多々良1-26-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3004/
-,翁別神社,おきなわけじんじゃ,福岡県福岡市東区馬出2-6-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3016/
村社,志式神社,ししきじんじゃ,福岡県福岡市東区奈多1236,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3005/
村社,四社神社,よんしゃじんじゃ,福岡県福岡市東区塩浜1-37-16,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3006/
-,産素根神社,うぶすねじんじゃ,福岡県福岡市東区和白5-14-3,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3007/
-,三隅神社,みすみじんじゃ,福岡県福岡市東区馬出1-20,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3008/
-,高塚稲荷神社,たかつかいなりじんじゃ,福岡県福岡市東区香住ヶ丘7-1-22,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3009/
-,香椎神社,かしいじんじゃ,福岡県福岡市東区和白5-29-34,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3010/
-,若八幡宮,わかはちまんぐう,福岡県福岡市西区徳永307,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2920/
村社,若宮神社,わかみやじんじゃ,福岡県福岡市西区福重1-16-32,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2921/
-,事代神社,ことしろじんじゃ,福岡県福岡市西区愛宕浜4-49-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2922/
-,四所神社,よんしょじんじゃ,福岡県福岡市西区今津139,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2923/
-,山王神社（福岡市西区）,さんのうじんじゃ,福岡県福岡市西区野方2-12-42,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2924/
村社,三所神社（福岡市西区）,さんしょじんじゃ,福岡県福岡市西区千里557,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2925/
村社,御手洗神社,みたらしじんじゃ,福岡県福岡市西区石丸3-17-16,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2926/
-,厳島神社（福岡県西区）,いつくしまじんじゃ,福岡県福岡市西区太郎丸751,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2927/
-,熊野神社（福岡市西区拾六町）,くまのじんじゃ,福岡県福岡市西区拾六町5-4-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2928/
-,熊野神社（福岡市西区横浜）,くまのじんじゃ,福岡県福岡市西区横浜2-39-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2929/
-,老松神社（福岡市早良区）,おいまつじんじゃ,福岡県福岡市早良区四箇4-13-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2841/
村社,有田宝満神社,ありたほうまんじんじゃ,福岡県福岡市早良区有田2-20-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2842/
-,野芥櫛田神社,のけくしだじんじゃ,福岡県福岡市早良区野芥4-24-46,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2843/
-,宝満宮（福岡市早良区）,ほうまんぐう,福岡県福岡市早良区小田部3-11-5,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2844/
-,保食神社,うけもちじんじゃ,福岡県福岡市早良区西入部5-12-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2845/
-,梅林八幡宮,うめばやしはちまんぐう,福岡県福岡市早良区梅林6-7-11,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2846/
-,天満宮,てんまんぐう,福岡県福岡市早良区重留6-12-32,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2847/
-,天神社,てんじんじゃ,福岡県福岡市早良区四箇3-2-34,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2848/
-,中西宮地嶽神社／浦賀神社,なかにしみやぢだけじんじゃ/うらがじんじゃ,福岡県福岡市早良区西新5-11-33,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2849/
-,埴安神社,はにやすじんじゃ,福岡県福岡市早良区次郎丸5-4-41,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2855/
-,中尾恵比須神社,なかおえびすじんじゃ,福岡県福岡市南区中尾3-36-8付近,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3033/
-,地禄神社（福岡市南区井尻）,じろくじんじゃ,福岡県福岡市南区井尻5-5,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3034/
-,地禄神社（福岡市南区塩原）,じろくじんじゃ,福岡県福岡市南区塩原3-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3035/
-,地禄神社（福岡市南区向野）,じろくじんじゃ,福岡県福岡市南区向野2-22,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3036/
-,地禄神社（福岡市南区大橋）,じろくじんじゃ,福岡県福岡市南区大橋4-8,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3037/
-,地禄神社（福岡市南区老司）,じろくじんじゃ,福岡県福岡市南区老司2-19-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3038/
村社,埴安神社（福岡市南区柏原）,はにやすじんじゃ,福岡県福岡市南区柏原4-20-41,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3039/
-,春日神社,,福岡県福岡市南区弥永1-21-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3040/
-,若宮八幡宮,わかみやはちまんぐう,福岡県福岡市南区三宅2-23-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3041/
式内社・村社,若久住吉神社,わかひさすみよしじんじゃ,福岡県福岡市南区若久1-20-14,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3042/
-,地禄神社（福岡市博多区竹下）,じろくじんじゃ,福岡県福岡市博多区竹下5-8-18,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2962/
-,松ノ森稲荷大明神,まつのもりいなりだいみょうじん,福岡県福岡市博多区吉塚7-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2963/
-,大井天満宮,おおいてんまんぐう,福岡県福岡市博多区大井2-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2964/
-,吉備津宮,きびつぐう,福岡県福岡市博多区東光寺町1-14,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2965/
-,板付八幡宮,いたづけはちまんぐう,福岡県福岡市博多区板付5-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2966/
-,諸岡八幡宮,もろおかはちまんぐう,福岡県福岡市博多区諸岡4-4-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2967/
-,瀧見天神社,たきみてんじんじゃ,福岡県福岡市博多区諸岡4-4-16,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2968/
-,地禄神社（福岡市博多区青木）,じろくじんじゃ,福岡県福岡市博多区青木1-13,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2969/
-,地禄神社（福岡市博多区月隈）,じろくじんじゃ,福岡県福岡市博多区月隈6-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2970/
-,那珂八幡宮,なかやちまんぐう,福岡県福岡市博多区那珂1-44-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2971/
-,宝満宮（福岡市博多区井相田）,ほうまんぐう,福岡県福岡市博多区井相田3-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2982/
村社,日吉神社（福岡市博多区麦野）,ひよしじんじゃ,福岡県福岡市博多区麦野6-8,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2983/
-,十日恵比須神社,とうかえびすじんじゃ,福岡県福岡市博多区元町1-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2984/
-,笹原八幡神社,ささはらはちまんじんじゃ,福岡県福岡市博多区諸岡6-24付近,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2985/
-,老松神社（福岡市東区）,おいまつじんじゃ,福岡県福岡市東区多々良1-36-14,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2986/
-,綿津見神社,わたつみじんじゃ,福岡県福岡市東区三苫6-21-19,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2987/
-,名島神社,なじまじんじゃ,福岡県福岡市東区名島1-26-1,092-671-1087,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2988/
-,部木八幡宮,へきはちまんぐう,福岡県福岡市東区蒲田3丁目18-8,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2989/
-,不老水大明神,ふろうすいだいみょうじん,福岡県福岡市東区香椎3-8-28,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2990/
-,八田天満貴船神社,はったてんまんきふねじんじゃ,福岡県福岡市東区青葉1-33-27,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2991/
-,荒江櫛田神社,あらえくしだじんじゃ,福岡県福岡市城南区荒江1-13,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2872/
村社,御子神社,みこじんじゃ,福岡県福岡市城南区樋井川3-43,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2873/
県社,菊池神社,きくちじんじゃ,福岡県福岡市城南区七隈7-10,092-871-7075,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2874/
-,下長尾八幡宮,しもながおはちまんぐう,福岡県福岡市城南区長尾5-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2875/
-,阿蘇神社,あそじんじゃ,福岡県福岡市城南区片江2-22,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2876/
-,若宮神社,わかみやじんじゃ,福岡県福岡市中央区今泉1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2888/
-,一宮神社,いちのみやじんじゃ,福岡県福岡市西区女原288,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2940/
-,立帰天満宮,たちかえりてんまんぐう,福岡県福岡市中央区西公園10-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2877/
-,平野神社,ひらのじんじゃ,福岡県福岡市中央区今川1-7-4,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2878/
県社,鳥飼八幡宮,とりかいはちまんぐう,福岡県福岡市中央区今川2-1-17,092-741-7823,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2882/
式内名神大社・旧官幣小社・別表神社,志賀海神社,しかうみじんじゃ,福岡県福岡市東区志賀島877,092-603-6501,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/458/
国史見在社論社・旧県社,春日神社 (北九州市),かすがじんじゃ,福岡県北九州市八幡西区藤田1丁目10-44,093-631-2152,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/227/
県社・別表神社,櫛田神社 (福岡市),くしだじんじゃ,福岡県福岡市博多区上川端町1－41,092-291-2951,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/291/
県社,風浪宮,ふうろうぐう,福岡県大川市酒見726-1,0944-87-2154,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/853/
県社・別表神社,水天宮 (久留米市),すいてんぐう,福岡県久留米市瀬下町265,0942-32-3207,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/332/
式内社（名神大）・官幣小社・別表神社,竈門神社,かまどじんじゃ,福岡県太宰府市内山883,092-922-4106,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/250/
県社,綱敷天満宮 (築上町),つなしきてんまんぐう,福岡県築上郡築上町高塚794-2,0930-56-0238,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/706/
-,宮地嶽神社,みやじだけじんじゃ,福岡県糸島市高祖625,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2792/
官幣大社・勅祭社・別表神社,香椎宮,かしいぐう,福岡県福岡市東区香椎4-16-1,092-681-1001,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/209/
-,宇土庚申神社,うどこうしんじんじゃ,福岡県糸島市高祖7-30,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2793/
-,伊覩神社,いとじんじゃ,福岡県福岡市西区周船寺2-10-36,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2941/
郷社,愛宕神社,あたごじんじゃ,福岡県福岡市西区愛宕2-7-1,092-881-0103,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2942/
-,音次郎稲荷神社,おとじろういなりじんじゃ,福岡県福岡市西区愛宕2-6-12,092-891-3151,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2943/
-,祇園宮,ぎおんぐう,福岡県福岡市博多区東那珂2-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2944/
-,鏡天満宮（福岡市博多区）,かがみてんまんぐう,福岡県福岡市博多区下川端町3-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2945/
-,沖濱稲荷神社,おきはまいなりじんじゃ,福岡県福岡市博多区古門戸町3-8,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2946/
-,三日恵比須神社,みっかえびすじんじゃ,福岡県福岡市博多区住吉3-1-51,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2947/
-,下照姫神社,したてるひめじんじゃ,福岡県福岡市博多区祇園町8-22,092-291-2670（住吉神社）,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2948/
-,内畑稲荷神社,うちはたいなりじんじゃ,福岡県福岡市博多区祇園町1-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2949/
-,厄八幡（若八幡宮）,やくはちまん（わかはちまんぐう）,福岡県福岡市博多区博多駅前1-29-47,092-431-1391,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2950/
-,八橋神社,やつはしじんじゃ,福岡県福岡市中央区唐人町3-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2880/
-,天満宮,てんまんぐう,福岡県福岡市中央区桜坂2-4,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2881/
県社,鳥飼八幡宮,とりかいはちまんぐう,福岡県福岡市中央区今川2-1-17,092-741-7823,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2882/
-,中司孫太郎稲荷神社,なかつかまごたろういなりじんじゃ,福岡県福岡市中央区西公園13-10,092-781-7434,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2883/
-,赤坂稲荷神社,あかさかいなりじんじゃ,福岡県福岡市中央区赤坂2-3-6,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2884/
-,埴安神社,はにやすじんじゃ,福岡県福岡市中央区鳥飼3-3,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2885/
村社,小烏神社（福岡市中央区）,こがらすじんじゃ,福岡県福岡市中央区警固3-11,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2886/
-,住吉神社,すみよしじんじゃ,福岡県福岡市中央区港3-3-13,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2887/
-,桜ヶ峯神社,さくらがみねじんじゃ,福岡県福岡市中央区桜坂2-11,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2889/
県社,警固神社（福岡市中央区）,けごじんじゃ,福岡県福岡市中央区天神2-2-20,092-771-8851,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2893/
-,熊野神社,くまのじんじゃ,福岡県春日市岡本2-92,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2801/
-,柚須天満宮,ゆすてんまんぐう,福岡県糟屋郡粕屋町柚須2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2802/
-,八幡宮,はちまんぐう,福岡県糟屋郡粕屋町阿恵288,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2803/
-,日守神社,ひまもりじんじゃ,福岡県糟屋郡粕屋町仲原2895,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2804/
村社,志賀神社,しがじんじゃ,福岡県糟屋郡粕屋町仲原1985,092-939-0468,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2805/
村社,三宮神社,みつみやじんじゃ,福岡県糟屋郡粕屋町酒殿777-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2806/
-,岩野天満宮,いわのてんまんぐう,福岡県糟屋郡粕屋町上大隈319,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2810/
-,戸原天満宮,とばらてんまんぐう,福岡県糟屋郡粕屋町戸原418,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2808/
村社,岩崎神社,いわさきじんじゃ,福岡県糟屋郡粕屋町長者原73,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2811/
-,春日神社,かすがじんじゃ,福岡県筑紫郡那珂川町恵子2-7-13,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2826/
旧官幣中社,太宰府天満宮,だざいふてんまんぐう,福岡県太宰府市宰府4丁目7番1号,092-922-8225,https://shrine.mobi/picture_thumb/573_11.jpg,https://shrine.mobi/area/kyushu/fukuoka/573/
県社,八坂神社,やさかじんじゃ,福岡県北九州市小倉北区城内二の二,093-561-0753,https://shrine.mobi/picture_thumb/7221_1.jpg,https://shrine.mobi/area/kyushu/fukuoka/7221/
-,水田天満宮,みずたてんまんぐう,福岡県筑後市水田62-1,0942-53-8625,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/704/
-,東郷神社 (福津市),とうごうじんじゃ,福岡県福津市渡1815番地1,0940-52-0027,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/711/
村社,水鏡天満宮,すいきょうてんまんぐう,福岡県福岡市中央区天神一丁目15番4号,092-741-8754,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/699/
式内社（名神大）・官幣大社・別表神社,宗像大社（中津宮）,むなかたたいしゃ（なかつみや）,福岡県宗像市大島1811,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/862/
村社,劔神社 (直方市),つるぎじんじゃ,福岡県直方市下新入2565,0949-22-2682,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/616/
村社,細石神社,さざれいしじんじゃ,福岡県糸島市三雲432,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/443/
村社,戸明神社,とあけじんじゃ,福岡県北九州市若松区蜑住866番地,093-741-1105,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/708/
内務大臣指定護国神社・別表神社,福岡縣護國神社,ふくおかけんごこくじんじゃ,福岡県福岡市中央区六本松1-1-1,092-741-2555,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/383/
県社・別表神社,光雲神社,てるもじんじゃ,福岡県福岡市中央区西公園13-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2891/
-,五穀大明神,ごこくだいみょうじん,福岡県福岡市中央区地行3-10,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2892/
県社,警固神社（福岡市中央区）,けごじんじゃ,福岡県福岡市中央区天神2-2-20,092-771-8851,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2893/
-,掘出稲荷神社,ほりでいなりじんじゃ,福岡県福岡市中央区六本松1-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2894/
-,金刀比羅神社,ことひらじんじゃ,福岡県福岡市中央区桜坂3-3,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2895/
-,菊池霊社,きくちれいしゃ,福岡県福岡市中央区六本松3-12,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2896/
-,宇賀神社,うがじんじゃ,福岡県福岡市中央区大宮2-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2897/
-,妙見神社,みょうけんじんじゃ,福岡県福岡市西区金武1183,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2898/
-,彦神社,ひこじんじゃ,福岡県福岡市西区姪の浜6-5-25,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2899/
-,八大龍王神社,はちだいりゅうおうじんじゃ,福岡県福岡市西区今津4,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/2903/
